observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-00567,1850-02-11,SV-14,Levin Cross,Little Exchange (Capital),Capital,NW-2,9.657,17.499,33.081,8.133,17.764,33.509,1.525,-0.264,-0.428,1.606,STABLE,0.76,COMP-026,clear,
GCO-01692,1850-02-11,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.553,3.901,13.5,46.115,3.94,14.659,0.438,-0.039,-1.159,1.24,STABLE,0.863,COMP-017,cloudy,
GCO-00552,1850-02-12,SV-14,Levin Cross,East Square,Capital,NW-2,38.469,49.666,42.055,38.653,49.261,42.766,-0.184,0.405,-0.711,0.839,STABLE,0.76,COMP-023,cloudy,
GCO-03744,1850-02-12,SV-08,Tessyn Ward,Lower Yard (Capital),Capital,NW-9,6.521,20.454,50.824,8.17,18.973,49.476,-1.649,1.481,1.347,2.594,MODERATE,0.726,COMP-035,rain,
GCO-04321,1850-02-14,SV-14,Levin Cross,Little Yard,Capital,NW-6,47.196,5.309,13.97,46.115,3.94,14.659,1.081,1.369,-0.689,1.876,STABLE,0.76,COMP-018,rain,
GCO-01547,1850-02-15,SV-21,Mellen Pike,Little Exchange (Capital),Capital,NW-2,8.496,17.74,34.085,8.133,17.764,33.509,0.364,-0.024,0.576,0.682,STABLE,0.942,COMP-025,clear,
GCO-01043,1850-02-17,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.692,4.589,14.762,46.115,3.94,14.659,-0.422,0.649,0.103,0.781,STABLE,0.903,COMP-032,clear,
GCO-00918,1850-02-20,SV-13,Anster Cole,Market,Capital,NW-1,9.542,10.456,2.773,11.506,11.011,3.55,-1.963,-0.555,-0.777,2.183,STABLE,0.708,COMP-012,storm,
GCO-01098,1850-02-23,SV-26,Norris Vale,East Square,Capital,NW-2,38.395,49.545,43.781,38.653,49.261,42.766,-0.258,0.284,1.015,1.085,STABLE,0.801,COMP-020,clear,
GCO-01973,1850-02-24,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.862,4.44,14.575,46.115,3.94,14.659,0.747,0.5,-0.084,0.903,STABLE,0.708,COMP-044,rain,
GCO-03521,1850-02-25,SV-18,Sollis Hern,East Square,Capital,NW-2,38.678,49.078,41.424,38.653,49.261,42.766,0.024,-0.183,-1.342,1.354,STABLE,0.877,COMP-001,fog,
GCO-04226,1850-02-26,SV-30,Merris Glen,Upper Terminus,Densmok,NE-7,110.589,126.177,187.924,110.279,128.012,188.413,0.31,-1.834,-0.49,1.923,STABLE,0.881,COMP-013,rain,
GCO-04424,1850-02-27,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.294,3.243,13.928,46.115,3.94,14.659,0.179,-0.697,-0.731,1.026,STABLE,0.892,COMP-043,cloudy,
GCO-04514,1850-02-27,SV-12,Pemlik Vorn,East Square,Capital,NW-2,37.379,50.548,42.253,38.653,49.261,42.766,-1.275,1.287,-0.513,1.883,STABLE,0.852,COMP-012,cloudy,
GCO-04076,1850-02-28,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.15,4.104,14.229,46.115,3.94,14.659,-0.965,0.164,-0.43,1.069,STABLE,0.968,COMP-028,clear,
GCO-04236,1850-02-28,SV-28,Varren Hill,East Junction (Capital),Capital,NW-9,42.252,4.47,33.332,42.798,4.895,32.607,-0.546,-0.426,0.725,1.002,STABLE,0.729,COMP-019,cloudy,
GCO-04181,1850-03-01,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.593,4.713,16.001,46.115,3.94,14.659,-0.521,0.773,1.342,1.634,STABLE,0.801,COMP-010,rain,
GCO-01012,1850-03-02,SV-20,Torren Voss,Little Yard,Capital,NW-6,47.085,3.211,15.155,46.115,3.94,14.659,0.97,-0.729,0.497,1.311,STABLE,0.702,COMP-047,clear,
GCO-03313,1850-03-04,SV-11,Erris Dann,East Square,Capital,NW-2,39.139,49.448,42.745,38.653,49.261,42.766,0.485,0.187,-0.021,0.52,STABLE,0.766,COMP-013,clear,
GCO-03863,1850-03-06,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.576,4.4,14.516,46.115,3.94,14.659,-0.538,0.46,-0.143,0.722,STABLE,0.909,COMP-014,cloudy,
GCO-02976,1850-03-10,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.248,3.3,14.205,46.115,3.94,14.659,0.133,-0.64,-0.454,0.796,STABLE,0.903,COMP-032,rain,
GCO-01458,1850-03-11,SV-18,Sollis Hern,Little Yard,Capital,NW-6,46.299,4.465,14.463,46.115,3.94,14.659,0.184,0.525,-0.196,0.59,STABLE,0.877,COMP-017,clear,
GCO-02793,1850-03-12,SV-06,Sareth Vell,Little Yard,Capital,NW-6,45.719,2.422,13.503,46.115,3.94,14.659,-0.396,-1.518,-1.156,1.949,MODERATE,0.903,COMP-016,cloudy,
GCO-00561,1850-03-13,SV-03,Vornis Keth,East Square,Capital,NW-2,39.38,49.709,41.522,38.653,49.261,42.766,0.727,0.448,-1.244,1.508,STABLE,0.783,COMP-031,clear,
GCO-01479,1850-03-15,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.283,6.114,13.412,46.115,3.94,14.659,0.168,2.174,-1.246,2.512,STABLE,0.708,COMP-011,clear,
GCO-02841,1850-03-15,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.726,3.45,15.277,46.115,3.94,14.659,-0.389,-0.49,0.619,0.88,STABLE,0.895,COMP-014,clear,
GCO-03736,1850-03-19,SV-02,Mira Strand,Little Exchange (Capital),Capital,NW-2,8.114,17.544,32.455,8.133,17.764,33.509,-0.018,-0.22,-1.054,1.077,STABLE,0.708,COMP-013,cloudy,
GCO-04448,1850-03-22,SV-01,Kellis Dorn,East Square,Capital,NW-2,39.636,49.291,42.972,38.653,49.261,42.766,0.982,0.03,0.206,1.004,STABLE,0.892,COMP-015,cloudy,
GCO-02486,1850-03-27,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.521,4.488,14.698,46.115,3.94,14.659,-0.594,0.548,0.039,0.809,STABLE,0.968,COMP-008,clear,
GCO-04594,1850-03-27,SV-26,Norris Vale,Little Yard,Capital,NW-6,45.058,3.875,14.282,46.115,3.94,14.659,-1.057,-0.065,-0.377,1.124,STABLE,0.801,COMP-004,cloudy,
GCO-04679,1850-03-27,SV-05,Tobin Creel,East Square,Capital,NW-2,39.125,49.34,41.706,38.653,49.261,42.766,0.472,0.079,-1.06,1.162,STABLE,0.921,COMP-040,cloudy,
GCO-01106,1850-03-28,SV-25,Terris Bloom,Little Yard,Capital,NW-6,45.641,3.598,14.892,46.115,3.94,14.659,-0.474,-0.342,0.233,0.629,STABLE,0.987,COMP-039,clear,
GCO-04007,1850-03-28,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.949,3.91,15.885,46.115,3.94,14.659,-0.166,-0.03,1.226,1.237,STABLE,0.895,COMP-016,clear,
GCO-01217,1850-03-29,SV-22,Garris Stone,East Square,Capital,NW-2,38.427,49.379,42.147,38.653,49.261,42.766,-0.226,0.118,-0.619,0.669,STABLE,0.909,COMP-017,cloudy,
GCO-01979,1850-03-30,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.527,3.099,14.172,46.115,3.94,14.659,0.412,-0.841,-0.487,1.055,STABLE,0.892,COMP-007,clear,
GCO-03725,1850-03-30,SV-20,Torren Voss,East Square,Capital,NW-2,38.84,50.585,43.099,38.653,49.261,42.766,0.187,1.324,0.333,1.378,STABLE,0.702,COMP-041,cloudy,
GCO-03943,1850-03-30,SV-11,Erris Dann,Little Yard,Capital,NW-6,45.538,3.604,15.414,46.115,3.94,14.659,-0.577,-0.336,0.755,1.008,STABLE,0.766,COMP-022,cloudy,
GCO-00433,1850-04-01,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.968,3.745,14.808,46.115,3.94,14.659,-0.146,-0.195,0.149,0.286,STABLE,0.709,COMP-005,cloudy,
GCO-00596,1850-04-01,SV-01,Kellis Dorn,Little Exchange (Capital),Capital,NW-2,8.518,19.16,34.282,8.133,17.764,33.509,0.385,1.397,0.773,1.642,STABLE,0.892,COMP-049,rain,
GCO-01477,1850-04-04,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.317,4.629,14.245,46.115,3.94,14.659,0.202,0.689,-0.414,0.829,STABLE,0.728,COMP-025,rain,
GCO-00192,1850-04-06,SV-29,Corren Dale,Circle (Densmok),Densmok,NW-5,105.762,84.593,114.273,104.409,83.356,113.082,1.353,1.237,1.191,2.186,STABLE,0.954,COMP-029,clear,
GCO-01371,1850-04-06,SV-05,Tobin Creel,Wharf (Capital),Capital,NW-6,37.615,12.114,2.154,38.8,11.452,1.605,-1.185,0.661,0.549,1.464,STABLE,0.921,COMP-029,clear,
GCO-04968,1850-04-07,SV-17,Varian Kess,Little Yard,Capital,NW-6,46.071,4.716,15.81,46.115,3.94,14.659,-0.044,0.776,1.151,1.389,STABLE,0.766,COMP-001,cloudy,Located reference marker
GCO-01399,1850-04-09,SV-25,Terris Bloom,Little Yard,Capital,NW-6,47.218,3.387,17.074,46.115,3.94,14.659,1.103,-0.553,2.416,2.713,MODERATE,0.987,COMP-023,clear,
GCO-01901,1850-04-10,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.289,5.635,14.352,46.115,3.94,14.659,-0.825,1.695,-0.307,1.91,STABLE,0.709,COMP-019,clear,
GCO-02878,1850-04-10,SV-11,Erris Dann,East Square,Capital,NW-2,37.936,49.303,43.185,38.653,49.261,42.766,-0.717,0.042,0.419,0.832,STABLE,0.766,COMP-022,cloudy,
GCO-00875,1850-04-11,SV-03,Vornis Keth,East Square,Capital,NW-2,38.57,48.099,42.595,38.653,49.261,42.766,-0.083,-1.162,-0.171,1.178,STABLE,0.783,COMP-037,rain,
GCO-04626,1850-04-11,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.157,4.43,15.348,46.115,3.94,14.659,0.042,0.49,0.689,0.846,STABLE,0.943,COMP-021,cloudy,
GCO-01684,1850-04-14,SV-08,Tessyn Ward,Inner Landing,Capital,NW-1,49.806,25.832,4.777,49.877,25.476,4.545,-0.071,0.355,0.232,0.43,STABLE,0.726,COMP-040,clear,
GCO-01917,1850-04-15,SV-01,Kellis Dorn,East Square,Capital,NW-2,38.682,50.284,42.347,38.653,49.261,42.766,0.029,1.023,-0.418,1.105,STABLE,0.892,COMP-008,clear,
GCO-00574,1850-04-16,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.527,4.91,14.735,46.115,3.94,14.659,-0.588,0.97,0.076,1.137,STABLE,0.968,COMP-032,clear,Compass showed unusual drift
GCO-01410,1850-04-19,SV-18,Sollis Hern,East Plaza (Capital),Capital,NW-8,28.491,34.742,11.284,28.359,35.896,10.631,0.132,-1.154,0.653,1.332,STABLE,0.877,COMP-025,clear,
GCO-02881,1850-04-23,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.85,4.826,14.078,46.115,3.94,14.659,-0.265,0.886,-0.581,1.093,STABLE,0.942,COMP-029,clear,
GCO-01632,1850-04-24,SV-16,Hellis Mord,Little Yard,Capital,NW-6,47.02,3.291,14.467,46.115,3.94,14.659,0.905,-0.649,-0.192,1.13,STABLE,0.863,COMP-037,clear,
GCO-00269,1850-04-26,SV-17,Varian Kess,Little Yard,Capital,NW-6,45.717,3.087,14.788,46.115,3.94,14.659,-0.398,-0.853,0.129,0.95,STABLE,0.766,COMP-017,clear,
GCO-00485,1850-04-27,SV-16,Hellis Mord,Little Yard,Capital,NW-6,45.983,3.388,14.567,46.115,3.94,14.659,-0.132,-0.552,-0.092,0.575,STABLE,0.863,COMP-044,cloudy,Located reference marker
GCO-00744,1850-04-28,SV-17,Varian Kess,East Square,Capital,NW-2,39.946,47.855,42.305,38.653,49.261,42.766,1.293,-1.406,-0.46,1.965,STABLE,0.766,COMP-045,rain,
GCO-02160,1850-04-28,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.724,4.562,14.602,46.115,3.94,14.659,-0.391,0.622,-0.057,0.737,STABLE,0.942,COMP-002,clear,
GCO-02672,1850-04-28,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.862,3.614,15.176,46.115,3.94,14.659,0.747,-0.326,0.518,0.966,STABLE,0.987,COMP-045,clear,
GCO-02801,1850-04-29,SV-15,Darren Pol,Wharf (Capital),Capital,NW-6,39.458,11.092,1.373,38.8,11.452,1.605,0.658,-0.361,-0.232,0.786,STABLE,0.895,COMP-035,cloudy,
GCO-01391,1850-05-03,SV-10,Kella Tross,East Square,Capital,NW-2,39.938,49.432,43.235,38.653,49.261,42.766,1.285,0.171,0.469,1.378,STABLE,0.709,COMP-003,fog,
GCO-02005,1850-05-03,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.392,4.359,15.502,46.115,3.94,14.659,-0.723,0.419,0.843,1.187,STABLE,0.767,COMP-014,cloudy,
GCO-00236,1850-05-06,SV-18,Sollis Hern,Inner Landing,Capital,NW-1,49.874,24.503,4.424,49.877,25.476,4.545,-0.002,-0.973,-0.121,0.981,STABLE,0.877,COMP-043,cloudy,
GCO-04977,1850-05-06,SV-24,Kellin Ward,Little Yard,Capital,NW-6,46.84,3.686,14.501,46.115,3.94,14.659,0.725,-0.254,-0.158,0.785,STABLE,0.747,COMP-037,rain,
GCO-03375,1850-05-08,SV-27,Sellin Brook,Little Yard,Capital,NW-6,44.531,3.733,14.365,46.115,3.94,14.659,-1.583,-0.207,-0.293,1.624,STABLE,0.728,COMP-033,cloudy,
GCO-03785,1850-05-08,SV-03,Vornis Keth,Little Yard,Capital,NW-6,47.752,3.651,13.814,46.115,3.94,14.659,1.637,-0.289,-0.845,1.865,MODERATE,0.783,COMP-013,rain,
GCO-03548,1850-05-12,SV-29,Corren Dale,Lower Yard (Capital),Capital,NW-9,9.607,18.514,49.365,8.17,18.973,49.476,1.437,-0.459,-0.111,1.513,STABLE,0.954,COMP-013,cloudy,
GCO-02295,1850-05-14,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.046,4.871,14.799,46.115,3.94,14.659,-0.069,0.931,0.141,0.944,STABLE,0.942,COMP-020,clear,
GCO-04300,1850-05-14,SV-09,Archon Mills,Basin (Capital),Capital,NW-8,50.617,25.629,4.525,48.899,26.635,6.288,1.718,-1.007,-1.763,2.66,STABLE,0.827,COMP-041,fog,
GCO-01097,1850-05-15,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.92,2.803,15.225,46.115,3.94,14.659,-0.195,-1.137,0.566,1.285,STABLE,0.783,COMP-022,cloudy,
GCO-03316,1850-05-19,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.652,3.846,15.362,46.115,3.94,14.659,0.538,-0.094,0.703,0.89,STABLE,0.728,COMP-032,clear,
GCO-03339,1850-05-19,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.726,4.242,14.326,46.115,3.94,14.659,-0.389,0.302,-0.333,0.594,STABLE,0.767,COMP-007,clear,
GCO-03490,1850-05-20,SV-26,Norris Vale,Little Yard,Capital,NW-6,47.557,3.438,14.951,46.115,3.94,14.659,1.442,-0.502,0.292,1.555,STABLE,0.801,COMP-046,rain,
GCO-00110,1850-05-21,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.56,5.751,15.739,46.115,3.94,14.659,-0.555,1.811,1.08,2.18,STABLE,0.708,COMP-008,rain,
GCO-03270,1850-05-22,SV-02,Mira Strand,Little Yard,Capital,NW-6,44.526,1.908,18.126,46.115,3.94,14.659,-1.588,-2.032,3.467,4.321,MODERATE,0.708,COMP-017,clear,
GCO-00977,1850-05-23,SV-29,Corren Dale,East Square,Capital,NW-2,38.178,49.899,42.067,38.653,49.261,42.766,-0.476,0.638,-0.698,1.059,STABLE,0.954,COMP-020,cloudy,
GCO-02056,1850-05-23,SV-19,Nerin Kale,Wharf (Capital),Capital,NW-6,39.205,11.984,0.521,38.8,11.452,1.605,0.405,0.532,-1.084,1.273,STABLE,0.943,COMP-010,cloudy,
GCO-01951,1850-05-24,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.629,5.147,14.874,46.115,3.94,14.659,0.514,1.207,0.215,1.329,STABLE,0.708,COMP-003,clear,
GCO-00775,1850-05-25,SV-18,Sollis Hern,Station,Densmok,NW-7,159.616,84.318,178.651,159.657,84.569,178.643,-0.041,-0.25,0.008,0.254,STABLE,0.877,COMP-001,clear,
GCO-01000,1850-05-26,SV-13,Anster Cole,Lower Yard (Capital),Capital,NW-9,8.046,20.075,49.58,8.17,18.973,49.476,-0.124,1.102,0.104,1.114,STABLE,0.708,COMP-025,rain,Located reference marker
GCO-00275,1850-05-27,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.591,3.23,15.096,46.115,3.94,14.659,0.476,-0.71,0.437,0.96,STABLE,0.709,COMP-005,cloudy,
GCO-04685,1850-05-27,SV-17,Varian Kess,Little Yard,Capital,NW-6,45.523,3.822,15.071,46.115,3.94,14.659,-0.591,-0.118,0.412,0.731,STABLE,0.766,COMP-044,cloudy,
GCO-00913,1850-06-01,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.957,3.194,12.955,46.115,3.94,14.659,0.842,-0.746,-1.704,2.042,STABLE,0.863,COMP-017,storm,
GCO-00850,1850-06-05,SV-04,Pella Morse,Little Yard,Capital,NW-6,45.762,4.317,15.717,46.115,3.94,14.659,-0.352,0.377,1.058,1.177,STABLE,0.767,COMP-033,rain,
GCO-02103,1850-06-06,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.675,4.376,14.219,46.115,3.94,14.659,0.56,0.436,-0.44,0.835,STABLE,0.892,COMP-038,clear,
GCO-04676,1850-06-11,SV-14,Levin Cross,East Square,Capital,NW-2,38.793,50.124,42.941,38.653,49.261,42.766,0.139,0.863,0.175,0.892,STABLE,0.76,COMP-023,cloudy,
GCO-04595,1850-06-12,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.773,4.241,15.205,46.115,3.94,14.659,-0.342,0.301,0.546,0.711,STABLE,0.708,COMP-031,cloudy,
GCO-04874,1850-06-13,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.808,4.152,14.827,46.115,3.94,14.659,0.693,0.212,0.168,0.744,STABLE,0.943,COMP-021,clear,
GCO-03079,1850-06-16,SV-04,Pella Morse,Little Exchange (Capital),Capital,NW-2,7.078,18.763,33.097,8.133,17.764,33.509,-1.054,0.999,-0.412,1.51,STABLE,0.767,COMP-025,fog,
GCO-03629,1850-06-16,SV-06,Sareth Vell,Little Yard,Capital,NW-6,47.075,4.109,15.048,46.115,3.94,14.659,0.961,0.169,0.389,1.05,STABLE,0.903,COMP-011,cloudy,
GCO-01807,1850-06-19,SV-17,Varian Kess,Little Yard,Capital,NW-6,47.24,6.039,14.698,46.115,3.94,14.659,1.126,2.099,0.039,2.382,STABLE,0.766,COMP-032,cloudy,
GCO-02171,1850-06-20,SV-05,Tobin Creel,East Square,Capital,NW-2,37.563,48.991,42.753,38.653,49.261,42.766,-1.09,-0.27,-0.013,1.123,STABLE,0.921,COMP-022,clear,
GCO-02800,1850-06-20,SV-28,Varren Hill,East Plaza (Capital),Capital,NW-8,28.152,35.887,10.769,28.359,35.896,10.631,-0.207,-0.009,0.138,0.249,STABLE,0.729,COMP-020,rain,
GCO-01312,1850-06-24,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.81,4.982,14.423,46.115,3.94,14.659,0.696,1.042,-0.236,1.275,STABLE,0.942,COMP-029,clear,
GCO-02038,1850-06-24,SV-14,Levin Cross,Lower Yard (Capital),Capital,NW-9,8.415,18.414,49.676,8.17,18.973,49.476,0.245,-0.559,0.2,0.642,STABLE,0.76,COMP-050,clear,
GCO-01157,1850-06-25,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.964,3.354,14.073,46.115,3.94,14.659,-0.151,-0.586,-0.586,0.842,STABLE,0.76,COMP-034,clear,
GCO-02494,1850-06-28,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,46.634,3.826,13.797,46.115,3.94,14.659,0.519,-0.114,-0.862,1.012,STABLE,0.726,COMP-041,cloudy,
GCO-00470,1850-07-01,SV-29,Corren Dale,Inner Landing,Capital,NW-1,50.247,26.518,5.28,49.877,25.476,4.545,0.37,1.042,0.734,1.327,STABLE,0.954,COMP-018,clear,
GCO-02746,1850-07-01,SV-01,Kellis Dorn,East Plaza (Capital),Capital,NW-8,27.859,35.923,10.641,28.359,35.896,10.631,-0.5,0.027,0.01,0.501,STABLE,0.892,COMP-032,cloudy,
GCO-04054,1850-07-02,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.444,3.593,14.038,46.115,3.94,14.659,0.329,-0.347,-0.621,0.784,STABLE,0.943,COMP-010,rain,
GCO-04572,1850-07-02,SV-19,Nerin Kale,Little Yard,Capital,NW-6,44.961,2.921,15.084,46.115,3.94,14.659,-1.154,-1.019,0.425,1.597,STABLE,0.943,COMP-015,cloudy,
GCO-00742,1850-07-03,SV-12,Pemlik Vorn,East Square,Capital,NW-2,38.497,49.503,43.121,38.653,49.261,42.766,-0.156,0.242,0.356,0.458,STABLE,0.852,COMP-009,clear,
GCO-04989,1850-07-03,SV-19,Nerin Kale,East Square,Capital,NW-2,38.235,48.578,42.313,38.653,49.261,42.766,-0.419,-0.683,-0.452,0.92,STABLE,0.943,COMP-049,fog,
GCO-00900,1850-07-04,SV-30,Merris Glen,Little Yard,Capital,NW-6,46.239,3.605,16.078,46.115,3.94,14.659,0.125,-0.335,1.419,1.464,MODERATE,0.881,COMP-048,cloudy,
GCO-03655,1850-07-04,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.384,4.72,14.36,46.115,3.94,14.659,0.269,0.78,-0.299,0.878,STABLE,0.942,COMP-047,clear,
GCO-04701,1850-07-04,SV-24,Kellin Ward,Little Yard,Capital,NW-6,46.014,4.769,14.733,46.115,3.94,14.659,-0.101,0.829,0.074,0.838,STABLE,0.747,COMP-025,cloudy,
GCO-04544,1850-07-05,SV-18,Sollis Hern,East Plaza (Capital),Capital,NW-8,27.919,35.198,11.194,28.359,35.896,10.631,-0.44,-0.698,0.563,0.999,STABLE,0.877,COMP-041,rain,
GCO-02998,1850-07-06,SV-14,Levin Cross,East Square,Capital,NW-2,38.307,49.229,42.164,38.653,49.261,42.766,-0.346,-0.032,-0.602,0.695,STABLE,0.76,COMP-009,rain,
GCO-03000,1850-07-07,SV-15,Darren Pol,East Square,Capital,NW-2,38.371,50.275,42.908,38.653,49.261,42.766,-0.282,1.014,0.142,1.062,STABLE,0.895,COMP-021,cloudy,
GCO-01088,1850-07-08,SV-28,Varren Hill,Market (Capital),Capital,NW-7,14.049,38.907,21.901,13.26,39.204,22.75,0.789,-0.296,-0.849,1.196,STABLE,0.729,COMP-043,fog,
GCO-02776,1850-07-08,SV-09,Archon Mills,East Square,Capital,NW-2,39.235,49.019,43.45,38.653,49.261,42.766,0.582,-0.242,0.684,0.93,STABLE,0.827,COMP-016,clear,
GCO-00029,1850-07-09,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.065,3.597,14.188,46.115,3.94,14.659,-0.05,-0.343,-0.471,0.585,STABLE,0.802,COMP-008,clear,
GCO-00983,1850-07-13,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.116,5.084,14.867,46.115,3.94,14.659,0.001,1.144,0.208,1.163,STABLE,0.942,COMP-003,cloudy,
GCO-04911,1850-07-13,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.552,3.569,15.27,46.115,3.94,14.659,0.438,-0.371,0.612,0.839,STABLE,0.942,COMP-026,clear,
GCO-00441,1850-07-15,SV-19,Nerin Kale,East Square,Capital,NW-2,38.127,49.939,42.422,38.653,49.261,42.766,-0.526,0.678,-0.344,0.925,STABLE,0.943,COMP-019,cloudy,
GCO-01007,1850-07-15,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.856,3.356,13.905,46.115,3.94,14.659,-0.259,-0.584,-0.754,0.988,STABLE,0.943,COMP-047,rain,
GCO-04847,1850-07-15,SV-04,Pella Morse,East Square,Capital,NW-2,38.326,49.917,43.293,38.653,49.261,42.766,-0.328,0.656,0.527,0.903,STABLE,0.767,COMP-007,cloudy,
GCO-02898,1850-07-16,SV-27,Sellin Brook,Little Yard,Capital,NW-6,45.261,3.53,15.372,46.115,3.94,14.659,-0.854,-0.41,0.713,1.186,STABLE,0.728,COMP-043,cloudy,
GCO-03180,1850-07-17,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.137,3.679,15.18,46.115,3.94,14.659,0.022,-0.261,0.521,0.583,STABLE,0.943,COMP-030,fog,
GCO-02823,1850-07-21,SV-22,Garris Stone,Grand Junction (Capital),Capital,NW-1,2.258,32.234,32.912,2.709,32.673,32.309,-0.45,-0.439,0.603,0.871,STABLE,0.909,COMP-021,cloudy,
GCO-03394,1850-07-23,SV-14,Levin Cross,Little Yard,Capital,NW-6,46.256,3.84,14.306,46.115,3.94,14.659,0.141,-0.1,-0.353,0.393,STABLE,0.76,COMP-028,clear,
GCO-04456,1850-07-29,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.818,3.664,14.128,46.115,3.94,14.659,-0.297,-0.276,-0.531,0.669,STABLE,0.702,COMP-022,clear,
GCO-04903,1850-07-29,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.962,3.216,13.482,46.115,3.94,14.659,-0.152,-0.724,-1.177,1.39,STABLE,0.881,COMP-021,cloudy,
GCO-02398,1850-08-01,SV-26,Norris Vale,East Square,Capital,NW-2,38.114,48.876,43.812,38.653,49.261,42.766,-0.539,-0.385,1.047,1.239,STABLE,0.801,COMP-021,cloudy,
GCO-04803,1850-08-03,SV-14,Levin Cross,Wharf (Capital),Capital,NW-6,38.541,11.069,1.498,38.8,11.452,1.605,-0.259,-0.383,-0.107,0.474,STABLE,0.76,COMP-036,clear,
GCO-04001,1850-08-04,SV-23,Pellin Marsh,Wharf,Densmok,NW-6,137.416,117.739,129.011,139.579,117.169,130.0,-2.163,0.57,-0.989,2.445,STABLE,0.802,COMP-026,cloudy,
GCO-02399,1850-08-05,SV-23,Pellin Marsh,East Square,Capital,NW-2,39.124,49.735,43.004,38.653,49.261,42.766,0.471,0.474,0.238,0.709,STABLE,0.802,COMP-030,clear,Located reference marker
GCO-01030,1850-08-06,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.067,3.607,14.107,46.115,3.94,14.659,-0.047,-0.333,-0.552,0.647,STABLE,0.728,COMP-038,cloudy,
GCO-04151,1850-08-06,SV-26,Norris Vale,Little Exchange (Capital),Capital,NW-2,8.602,18.178,33.448,8.133,17.764,33.509,0.469,0.415,-0.061,0.629,STABLE,0.801,COMP-048,clear,
GCO-00609,1850-08-14,SV-22,Garris Stone,Little Yard,Capital,NW-6,44.643,3.367,15.88,46.115,3.94,14.659,-1.472,-0.573,1.221,1.996,STABLE,0.909,COMP-026,storm,
GCO-00830,1850-08-14,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.642,3.294,14.522,46.115,3.94,14.659,0.528,-0.646,-0.136,0.845,STABLE,0.903,COMP-012,cloudy,
GCO-00550,1850-08-17,SV-16,Hellis Mord,Little Yard,Capital,NW-6,45.916,4.218,15.321,46.115,3.94,14.659,-0.199,0.278,0.662,0.745,STABLE,0.863,COMP-026,clear,
GCO-01773,1850-08-17,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.289,4.428,14.963,46.115,3.94,14.659,0.174,0.488,0.304,0.601,STABLE,0.942,COMP-004,clear,
GCO-03650,1850-08-17,SV-18,Sollis Hern,East Square,Capital,NW-2,39.328,50.223,42.672,38.653,49.261,42.766,0.674,0.962,-0.094,1.178,STABLE,0.877,COMP-008,cloudy,
